,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,DOJ_year,DOJ_month,age,Job_Role
3567,115000.0,technical support engineer,bangalore,f,93.6,state borad,2010,69.8,state board,15578,2,B.Tech/B.E.,cse,68.57,15578,0,Karnataka,2014,605,485,650,0.9538997751,365,0,530,0,0,0,0,0.5591,1.0449,0.3174,1.2869,0.6721,2014,8,32,Support
3568,310000.0,software engineer,pune,m,82.25,state borad,2010,76.83,state board,7814,2,B.Tech/B.E.,eie,82.5,7814,0,Orissa,2014,545,460,510,0.1150227257,0,292,0,0,292,0,0,0.99,0.2124,0.3174,0.1459,-0.0943,2014,12,31,Software Engineer
3569,630000.0,software test engineer,bangalore,m,87.52,cbse,2008,86.5,cbse,1383,2,B.Tech/B.E.,cse,79.2,1383,0,Karnataka,2012,635,535,585,0.9421165515,575,0,0,0,0,0,0,-3.0448,-1.1373,-0.0537,-0.4078,-0.7615,2012,11,33,Software Engineer
3570,300000.0,service manager,delhi,m,82.6,cbse,2009,76.0,cbse,6904,2,B.Tech/B.E.,eie,78.0,6904,1,Tamil Nadu,2014,510,560,485,0.8376207257,335,0,0,0,500,0,0,-1.0208,-0.7866,0.01,1.6672,-1.4356,2014,9,31,Manager
3571,110000.0,network engineer,mumbai,m,66.67,state borad,2007,64.08,state board,1274,2,B.Tech/B.E.,other,55.0,1274,0,Maharashtra,2010,435,375,405,-1.0,0,300,0,0,0,0,0,0.2009,-0.2793,-0.344,-0.5253,0.3444,2010,9,35,Network Engineer
3572,490000.0,technology analyst,-1,m,85.38,state borad,2009,83.34,state board,215,2,B.Tech/B.E.,cse,58.8,215,1,Maharashtra,2013,605,510,605,0.9787992926,495,0,561,0,0,0,0,0.4155,1.0449,1.2396,-1.6289,0.4805,2014,2,31,Analyst
3573,560000.0,client services associate,bangalore,f,89.89,state borad,2006,75.0,state board,904,2,B.Tech/B.E.,ece,72.0,904,1,Karnataka,2010,395,365,435,0.02331216824,355,166,0,0,0,0,0,-1.4992,0.0328,-0.1988,1.4724,-0.6035,2011,1,35,Other
3574,325000.0,production engineer,chennai,m,81.4,cbse,2006,72.0,cbse,519,2,B.Tech/B.E.,me,77.35,519,1,Tamil Nadu,2010,485,335,345,0.4143374264,335,0,0,366,0,0,0,-1.0355,0.0328,-0.6343,-0.5253,-1.3934,2010,8,34,Hardware Engineer
3575,265000.0,research analyst,guragaon,m,78.0,cbse,2010,68.0,cbse,16719,2,B.Tech/B.E.,ece,68.16,16719,0,Haryana,2014,570,435,270,-1.0,285,0,0,0,0,0,0,1.5644,0.7119,-1.2196,-0.4879,1.4386,2014,11,31,Analyst
3576,150000.0,executive assistant,-1,m,62.67,state borad,2006,65.4,state board,198,2,B.Tech/B.E.,cse,68.78,198,0,Uttar Pradesh,2012,325,455,575,0.4138382558,385,0,0,0,0,0,0,0.8192,-0.2793,-0.4891,1.35483,0.8973,2013,3,35,Other
3577,300000.0,application developer,bangalore,f,88.7,icse,2009,63.5,icse,7000,2,B.Tech/B.E.,cse,78.0,7000,1,Karnataka,2013,625,545,575,0.7040904121,465,0,0,0,0,0,0,-0.4463,0.3789,0.9322,-0.1076,-1.4356,2013,7,33,Developer
3578,310000.0,software engineer,bangalore,m,63.0,cbse,2010,74.83,state board,11010,2,B.Tech/B.E.,ece,66.08,11010,1,Karnataka,2014,430,555,460,0.3387863472,445,292,376,0,0,356,0,-0.4463,-1.1196,0.1637,-1.2486,-1.0524,2014,11,32,Software Engineer
3579,300000.0,system engineer,chennai,m,92.3,state borad,2009,83.6,state board,14820,2,B.Tech/B.E.,eie,80.16,14820,0,Andhra Pradesh,2013,615,560,635,0.5573895056,345,0,0,0,420,0,0,0.2718,0.0459,-0.2974,-1.5021,0.0973,2014,5,31,System Engineer
3580,110000.0,web designer,coimbatore,f,91.0,state borad,2010,90.0,state board,7282,2,B.Tech/B.E.,it,79.0,7282,0,Tamil Nadu,2014,335,485,485,0.6226429158,355,0,407,0,0,0,0,-0.8772,-0.1206,0.3174,-0.3612,0.0973,2014,7,31,Design
3581,415000.0,test engineer,pune,m,85.0,cbse,2009,85.88,cbse,6196,2,B.Tech/B.E.,ece,62.0,6196,0,Maharashtra,2012,505,455,595,0.6944793277,345,366,0,0,0,0,0,-1.1901,1.5538,-0.9245,-0.17277,-0.4455,2013,5,33,Test Engineer
3582,315000.0,software engineer,gurgaon,m,89.6,cbse,2009,84.4,cbse,64,2,B.Tech/B.E.,cse,71.18,64,0,Uttar Pradesh,2014,500,610,500,0.1447898895,515,0,284,0,0,0,0,-0.5899,0.7119,0.4711,-0.3612,0.2889,2014,9,31,Software Engineer
3583,210000.0,associate software engineer,delhi,m,71.0,cbse,2009,60.0,cbse,9737,2,B.Tech/B.E.,cse,85.0,9737,0,Uttar Pradesh,2014,315,505,510,0.744758354,565,0,438,0,0,0,0,-1.308,-0.7866,-0.9122,-0.2344,-0.8608,2014,7,31,Software Engineer
3584,230000.0,software test engineer,gurgaon,f,76.0,cbse,2007,58.0,cbse,903,2,MCA,cse,74.0,903,0,Uttar Pradesh,2013,405,510,330,0.3565364877,435,0,346,0,0,0,0,0.99,0.5454,0.1637,-1.1218,0.0973,2014,1,34,Software Engineer
3585,925000.0,software engineer,bangalore,m,87.6,cbse,2009,77.8,cbse,8195,1,B.Tech/B.E.,cse,75.0,8195,1,Delhi,2013,660,510,780,0.9682374959,605,0,0,0,0,0,0,0.2718,0.3789,1.547,-0.6147,1.247,2013,6,32,Software Engineer
3586,600000.0,electrical engineer,patna,m,71.0,cbse,2006,63.3,state board,3720,2,B.Tech/B.E.,ece,75.0,3720,0,Madhya Pradesh,2011,655,665,695,0.9952657057,605,533,0,0,0,446,0,0.51,0.1888,-0.6343,-0.5253,-0.1295,2012,10,35,Hardware Engineer
3587,180000.0,game developer,chennai,m,78.0,cbse,2006,85.0,cbse,1186,2,B.Tech/B.E.,ece,73.0,1186,0,Tamil Nadu,2010,435,335,345,-1.0,345,0,0,0,0,0,0,0.2009,0.5008,0.0914,0.5323,0.1864,2011,5,35,Developer
3588,120000.0,customer service,bangalore,m,80.0,state borad,2009,72.1,state board,12454,2,B.Tech/B.E.,it,67.0,12454,0,Andhra Pradesh,2013,475,530,320,0.04099931036,325,0,223,0,0,0,0,1.1336,0.5454,0.6248,-1.3753,0.2889,2014,6,31,Customer Service
3589,360000.0,assistant manager,baripada,m,82.0,cbse,2008,62.3,cbse,11982,2,B.Tech/B.E.,me,61.0,11982,0,Orissa,2012,565,475,464,0.0684457505,0,0,0,254,0,0,0,-1.4992,-1.2153,-0.9245,-0.5253,-1.8278,2013,2,33,Manager
3590,220000.0,software developer,bangalore,m,58.0,cbse,2005,47.0,cbse,1436,2,B.Tech/B.E.,cse,52.0,1436,0,Karnataka,2011,355,425,305,0.7935806145,495,0,0,0,0,0,0,0.0464,0.5008,-0.1988,-1.2303,0.8183,2011,11,37,Developer
3591,405000.0,assistant manager,hubli,m,75.0,cbse,2007,70.0,cbse,2253,2,B.Tech/B.E.,ece,60.6,2253,0,Orissa,2012,585,464,525,-1.0,0,0,0,0,0,0,0,0.8192,0.0328,0.2366,-1.8179,-0.643,2014,8,33,Manager
3592,470000.0,system engineer,pune,m,88.0,icse,2008,76.0,icse,44,2,B.Tech/B.E.,cse,70.0,44,0,Uttar Pradesh,2012,595,525,605,0.9837499665,635,0,0,0,0,0,0,0.0464,0.5008,-0.0537,-0.0552,-0.6035,2013,3,33,System Engineer
3593,200000.0,field business development associate,-1,m,70.0,cbse,2010,66.0,cbse,6949,2,B.Tech/B.E.,ece,60.0,6949,0,Uttarakhand,2014,570,570,535,0.2073921697,405,260,0,0,0,0,0,1.1336,1.5444,0.9322,-2.2627,0.4805,2014,11,31,Other
3594,280000.0,get,meerut,m,84.16,cbse,2010,73.4,cbse,903,2,B.Tech/B.E.,me,73.3,903,0,Uttar Pradesh,2014,510,475,545,0.9770664671,0,0,0,561,0,0,0,-0.0154,-0.6201,0.3174,1.9207,-0.0943,2014,4,32,Other
3595,200000.0,information security analyst,-1,m,91.6,state borad,2009,86.6,state board,13371,2,B.Tech/B.E.,cse,85.6,13371,0,Union Territory,2013,500,570,545,0.8841225116,535,0,0,0,0,0,0,1.2772,0.3789,-2.6028,-0.8682,0.0973,2013,12,32,Analyst
3596,340000.0,senior software engineer,bangalore,m,93.6,state borad,2009,83.0,state board,6095,2,B.Tech/B.E.,ece,65.6,6095,1,Karnataka,2013,685,525,545,-1.0,505,0,438,0,0,0,0,0.5591,0.2124,0.7785,-1.5021,-0.8608,2014,1,32,Software Engineer
3597,435000.0,electrical engineer,bhopal,f,65.0,cbse,2005,54.0,cbse,402,1,B.Tech/B.E.,other,65.9,402,0,Madhya Pradesh,2010,405,425,405,-1.0,0,0,0,0,0,0,0,0.9737,-0.2793,-1.2148,-0.8778,0.5024,2010,5,36,Hardware Engineer
3598,300000.0,system engineer,lucknow,f,72.6,state borad,2008,77.16,state board,2988,1,B.Tech/B.E.,cse,72.0,2988,0,Uttar Pradesh,2012,464,505,505,0.5259225843,415,0,0,0,0,0,0,-0.4173,0.5008,-0.344,1.4724,0.3444,2012,9,32,System Engineer
3599,240000.0,qa analyst,yamuna nagar,m,60.0,state borad,2006,64.0,state board,2637,2,B.Tech/B.E.,cse,70.0,2637,0,Haryana,2011,595,425,425,0.5259225843,415,0,0,0,0,0,0,-0.4173,0.8128,-0.344,0.4148,0.3444,2011,8,34,Analyst
3600,325000.0,program analyst trainee,hyderabad,f,87.0,state borad,2010,96.0,state board,1242,2,B.Tech/B.E.,ece,82.9,1242,0,Telangana,2014,510,570,680,0.9432721579,405,452,0,0,0,0,0,0.5591,0.8784,0.9322,-0.8682,1.0554,2014,11,30,Analyst
3601,320000.0,software engineer,mumbai,m,81.38,state borad,2009,71.33,state board,11629,2,B.Tech/B.E.,it,65.97,11629,0,Maharashtra,2013,590,605,560,0.6707431514,455,0,0,0,0,0,0,1.1336,0.7119,0.4711,-0.8682,1.247,2014,1,32,Software Engineer
3602,120000.0,software developer,hyderabad,f,77.2,cbse,2006,53.4,cbse,1892,2,B.Tech/B.E.,cse,79.84,1892,0,Chhattisgarh,2012,510,610,635,0.7040904121,465,0,0,0,0,0,0,0.7027,0.2124,-0.4511,0.0192,1.0554,2013,5,34,Developer
3603,220000.0,project engineer,jodhpur,m,69.0,cbse,2009,74.0,cbse,930,2,B.Tech/B.E.,ece,74.0,930,1,Rajasthan,2013,535,565,595,0.9972989679,0,548,0,0,0,0,0,1.5644,0.3789,-1.2196,-1.8824,-0.2859,2013,10,32,Hardware Engineer
3604,325000.0,software test engineer,pune,m,81.0,cbse,2008,79.0,cbse,5818,2,B.Tech/B.E.,ece,86.7,5818,0,Orissa,2013,370,610,735,0.6944793277,0,366,0,0,0,0,0,-0.159,0.3789,0.9322,-0.995,0.4805,2014,4,34,Software Engineer
3605,360000.0,electrical controls engineer,hyderabad,m,78.83,state borad,2008,90.2,state board,8818,2,B.Tech/B.E.,eie,74.82,8818,1,Telangana,2012,495,395,615,0.3760595867,0,300,0,0,0,0,0,0.0464,0.9688,-0.2714,-0.6428,-0.2875,2013,4,33,Hardware Engineer
3606,560000.0,sap abap consultant,bangalore,m,86.5,state borad,2006,90.6,state board,6638,2,MCA,cse,79.6,6638,0,Andhra Pradesh,2012,505,615,615,0.9168699611,555,0,0,0,0,0,0,1.2828,0.5008,-0.7794,-1.23027,-0.1521,2013,1,34,Other
3607,720000.0,senior software developer,gurgaon,m,78.2,cbse,2007,81.8,cbse,57,2,B.Tech/B.E.,cse,70.0,57,0,Haryana,2011,425,525,515,0.7357957092,475,0,0,0,0,0,0,1.1283,-0.1232,0.2366,-1.3478,0.8183,2011,7,34,Developer
3608,650000.0,electrical design engineer,mumbai,f,90.26,cbse,2007,82.7,cbse,3427,2,B.Tech/B.E.,eie,88.6,3427,0,Orissa,2011,475,605,625,0.8246664007,455,400,0,0,0,0,0,0.8192,-0.1232,-0.344,-0.1727,1.1343,2011,8,33,Design
3609,420000.0,android developer,-1,m,80.4,cbse,2007,66.0,cbse,5904,2,B.Tech/B.E.,cse,70.44,5904,0,Uttar Pradesh,2012,404,405,465,0.5632678237,425,0,0,0,0,0,0,-0.7264,-0.1232,0.5269,1.8249,0.5024,2013,5,33,Developer
3610,180000.0,field service engineer,mumbai,m,63.0,state borad,2009,66.0,state board,6557,2,B.Tech/B.E.,other,65.0,6557,0,Uttar Pradesh,2013,485,410,415,-1.0,0,533,0,0,473,0,0,1.4208,1.0449,0.01,-0.3612,0.6721,2013,7,32,Hardware Engineer
3611,400000.0,software engineer,noida,f,87.0,cbse,2009,86.0,cbse,44,2,B.Tech/B.E.,cse,76.0,44,0,Uttar Pradesh,2013,660,535,545,0.8646854134,525,0,0,0,0,0,0,0.2718,-0.4536,0.1637,-0.4879,-1.8189,2014,3,32,Software Engineer
3612,95000.0,android developer,ahmedabad,f,86.92,state borad,2009,73.8,state board,6294,2,B.Tech/B.E.,it,73.0,6294,0,Gujarat,2013,395,425,295,0.6359787565,445,0,0,0,0,0,0,0.8463,0.0459,0.01,-1.6289,-0.0943,2014,2,32,Developer
3613,400000.0,assistant professor,delhi,f,86.0,cbse,2008,78.0,cbse,47,1,B.Tech/B.E.,eie,74.0,47,1,Delhi,2012,435,435,575,0.2294817549,0,266,0,0,0,473,0,0.0464,1.3198,0.4906,-0.17277,-0.1295,2014,8,33,Other
3614,215000.0,quality assurance engineer,shahibabad,m,68.83,state borad,2009,69.6,state board,75,2,B.Tech/B.E.,me,75.34,75,0,Uttar Pradesh,2013,310,450,780,0.7553751209,0,0,0,446,0,0,0,0.4155,1.0449,0.4711,0.5262,0.6721,2013,8,30,Quality Engineer
3615,200000.0,software developer,bangalore,m,87.68,state borad,2009,75.0,state board,319,2,B.Tech/B.E.,eie,69.0,319,1,Karnataka,2013,415,425,280,-1.0,435,0,346,0,0,0,0,0.2718,-0.4536,0.7785,-2.5163,-0.2859,2014,7,31,Developer
3616,150000.0,it support specialist,gurgaon,m,54.0,state borad,2008,63.0,state board,7564,2,B.Tech/B.E.,it,63.0,7564,0,Haryana,2012,355,335,155,0.143256541,295,0,0,0,0,0,0,-0.5719,-0.1232,0.9623,1.2374,0.1864,2014,6,33,Support
3617,325000.0,system engineer,-1,m,82.5,state borad,2009,86.3,state board,8970,2,B.Tech/B.E.,cse,71.0,8970,1,Telangana,2013,415,555,440,0.1447898895,385,0,284,0,0,0,0,1.5644,1.5444,1.547,-1.8824,1.4386,2014,2,31,System Engineer
3618,240000.0,assistant manager,sampla,m,68.4,cbse,2010,74.6,cbse,7255,2,B.Tech/B.E.,ece,79.5,7255,0,Haryana,2014,500,525,595,0.2073921697,0,260,0,0,0,420,0,0.2718,1.3779,0.3174,-0.2344,1.0554,2014,11,31,Manager
3619,180000.0,android developer,noida,m,71.33,state borad,2007,54.8,state board,7376,2,B.Tech/B.E.,it,69.04,7376,0,Uttar Pradesh,2013,530,475,560,0.5259225843,415,0,0,0,0,0,0,0.1282,-0.1206,0.3174,1.1601,-0.8608,2015,4,31,Developer
3620,325000.0,software engineer,mumbai,m,78.33,cbse,2010,61.6,cbse,1388,1,B.Tech/B.E.,it,71.8,1388,0,Haryana,2014,580,455,485,0.744758354,425,0,438,0,0,0,0,-1.4517,-1.2861,0.01,-0.2344,-1.244,2014,11,31,Software Engineer
3621,175000.0,system administrator,guwahati,m,70.5,cbse,2005,54.5,cbse,1569,2,B.Tech/B.E.,cse,57.0,1569,0,Meghalaya,2010,315,394,355,0.1901534056,315,0,0,0,0,0,0,0.3555,-0.1232,0.672,1.9424,-0.2875,2010,12,38,Administrator
3622,105000.0,java developer,-1,m,62.15,state borad,2009,63.0,state board,15041,2,B.Tech/B.E.,it,62.4,15041,0,Maharashtra,2013,440,420,500,0.5259225843,415,0,0,0,0,0,0,1.1336,0.3789,0.3174,-0.3612,0.0973,2014,5,31,Developer
3623,300000.0,software developer,bangalore,m,93.44,state borad,2010,60.33,state board,1937,2,B.Tech/B.E.,it,58.0,1937,0,Karnataka,2014,675,425,470,0.1447898895,505,0,284,0,0,0,0,-0.3027,-1.7856,0.9322,-0.8682,-0.0943,2014,3,31,Developer
3624,290000.0,assistant electrical engineer,-1,m,79.0,cbse,2007,56.0,cbse,4439,2,B.Tech/B.E.,eie,60.8,4439,0,Uttar Pradesh,2011,475,535,495,0.05879280001,0,200,0,0,0,393,0,0.2009,-0.5913,-0.344,0.7673,0.5024,2012,4,34,Hardware Engineer
3625,300000.0,software engineer,noida,m,72.2,state borad,2009,71.8,state board,3879,2,B.Tech/B.E.,cse,72.31,3879,0,Madhya Pradesh,2013,395,455,390,0.6226429158,545,0,407,0,0,0,0,-1.5953,-1.4526,-1.0659,0.2727,-2.3937,2014,3,32,Software Engineer
3626,300000.0,network engineer,coimbatore,f,74.0,state borad,2009,75.0,state board,7500,2,B.Tech/B.E.,it,75.0,7500,0,Tamil Nadu,2013,395,460,225,0.4867470084,545,0,376,0,0,0,0,1.1336,-0.2871,0.1357,-0.6147,1.4003,2014,12,33,Network Engineer
3627,415000.0,senior engineer,bangalore,f,78.08,state borad,2006,62.5,state board,3801,2,MCA,cse,84.3,3801,0,Karnataka,2012,405,545,365,0.7935806145,495,0,0,0,0,0,0,0.6646,0.8128,-0.9245,-1.3478,0.4234,2012,8,35,Hardware Engineer
3628,140000.0,rf engineer,hyderabad,m,88.5,state borad,2010,94.1,state board,10986,2,B.Tech/B.E.,ece,73.2,10986,1,Telangana,2014,510,485,460,0.2073921697,0,260,284,0,0,0,0,1.1336,-0.4536,0.01,-2.5163,-0.2859,2014,6,31,Hardware Engineer
3629,150000.0,java software engineer,bangalore,m,70.08,state borad,2010,61.5,state board,979,2,B.Tech/B.E.,it,60.55,979,1,Karnataka,2014,405,555,485,0.5259225843,415,0,0,0,0,0,0,-4.0369,-1.1196,-0.4511,1.2869,-1.0524,2014,7,32,Software Engineer
3630,360000.0,quality assurance engineer,pune,m,87.88,state borad,2009,89.0,state board,8930,2,B.Tech/B.E.,cse,76.6,8930,1,Telangana,2013,510,460,680,0.9303706072,565,0,0,0,0,0,0,1.4208,1.0449,0.1637,-1.6289,-1.0524,2013,7,31,Quality Engineer
3631,110000.0,electrical field engineer,chennai,m,82.0,cbse,2008,72.0,cbse,1245,2,B.Tech/B.E.,eie,65.0,1245,1,Tamil Nadu,2012,475,435,405,0.6944793277,145,366,0,435,0,0,0,-1.1128,1.2808,1.1074,2.5593,0.1864,2012,10,33,Hardware Engineer
3632,280000.0,software engineer,jaipur,m,74.0,cbse,2010,75.0,cbse,5812,2,B.Tech/B.E.,ece,65.0,5812,1,Rajasthan,2014,465,565,605,0.9432721579,565,452,0,0,0,0,0,-0.4463,0.0459,1.0859,-0.995,-1.0524,2014,7,31,Software Engineer
3633,280000.0,data analyst,-1,m,78.0,cbse,2008,76.0,cbse,6907,2,B.Tech/B.E.,cse,65.0,6907,0,Haryana,2012,675,570,825,0.9872070859,645,0,0,0,0,0,0,-0.0154,-0.7866,-2.2954,-0.3612,-1.4356,2013,2,33,Analyst
3634,165000.0,network engineer,ahmedabad,m,91.0,state borad,2008,83.0,state board,5050,2,B.Tech/B.E.,cse,71.0,5050,0,Rajasthan,2012,475,495,565,0.9303706072,565,0,0,0,0,0,0,1.1283,0.6568,-0.344,-0.7603,-0.4455,2014,12,32,Network Engineer
3635,415000.0,customer service manager,pune,m,78.25,state borad,2009,74.25,state board,8297,2,B.Tech/B.E.,ece,73.0,8297,1,West Bengal,2013,570,610,575,0.7765783242,425,0,0,0,0,393,0,0.4155,-0.1206,0.1637,-1.6289,-0.2859,2014,8,32,Customer Service
3636,120000.0,web developer,rourkela,f,78.0,state borad,2007,51.3,state board,11142,2,B.Tech/B.E.,cse,74.8,11142,0,Orissa,2011,435,505,475,0.4138382558,385,0,0,0,0,0,0,0.51,-0.2012,-0.2714,0.41483,-0.1295,2011,9,33,Developer
3637,240000.0,software engineer,mumbai,m,67.6,cbse,2010,62.0,cbse,14004,2,B.Tech/B.E.,ece,67.0,14004,0,Himachal Pradesh,2014,545,580,390,-1.0,0,0,0,0,0,0,0,1.2772,1.2114,0.3174,-0.3612,0.6721,2014,7,32,Software Engineer
3638,335000.0,software engineer,-1,m,72.67,state borad,2008,68.2,state board,66,2,B.Tech/B.E.,cse,72.95,66,0,Uttar Pradesh,2013,570,450,665,0.7357957092,475,0,0,0,0,0,0,0.8463,0.7119,0.3174,-1.2486,0.8637,2013,8,32,Software Engineer
3639,430000.0,database developer,pune,m,87.3,cbse,2008,82.0,cbse,8099,2,B.Tech/B.E.,cse,72.0,8099,0,Karnataka,2012,405,545,505,0.7357957092,475,0,0,0,0,0,0,-0.4173,-2.1513,0.2366,-0.2902,-1.2354,2012,10,33,Developer
3640,350000.0,software test engineer,pune,m,82.0,state borad,2007,62.0,cbse,11613,2,B.Tech/B.E.,cse,62.0,11613,0,Maharashtra,2013,640,535,590,0.9538997751,475,0,530,0,0,0,0,1.2772,0.5454,1.8543,-0.995,0.0973,2013,12,32,Software Engineer
3641,60000.0,business systems consultant,madurai,f,73.2,cbse,2010,86.5,state board,1114,2,B.Tech/B.E.,eie,83.7,1114,0,Tamil Nadu,2014,405,545,515,0.4446177169,0,196,0,0,393,0,0,-0.5899,-0.4536,-1.527,-1.1218,-0.6692,2014,6,31,Other
3642,150000.0,java software engineer,bangalore,m,85.0,state borad,2008,67.0,state board,6836,2,B.Tech/B.E.,ece,65.0,6836,1,Karnataka,2012,335,435,445,0.3387863472,535,292,0,0,0,0,0,1.7081,0.2124,2.008,-2.3895,1.247,2013,10,33,Software Engineer
3643,600000.0,software test engineer,bangalore,f,94.24,state borad,2007,89.67,state board,4023,2,B.Tech/B.E.,cse,78.24,4023,1,Karnataka,2011,555,495,465,0.8194165298,505,0,0,0,0,0,0,-0.4173,0.9688,0.5269,1.2374,0.1864,2012,1,34,Software Engineer
3644,515000.0,senior systems engineer,mysore,m,91.4,cbse,2007,93.0,cbse,2563,2,B.Tech/B.E.,cse,79.56,2563,0,Uttarakhand,2012,705,505,635,0.9421165515,575,0,0,0,0,0,0,-0.2628,-0.2793,0.3817,1.11983,-0.169,2012,7,34,System Engineer
3645,250000.0,manager,jaipur,f,83.0,state borad,2008,73.0,state board,8310,2,B.Tech/B.E.,cse,74.0,8310,1,Rajasthan,2013,345,435,445,0.5632678237,425,0,0,0,0,0,0,0.99,-0.7866,1.2396,1.0333,-2.7769,2014,8,32,Manager
3646,200000.0,software developer,bangalore,f,73.0,cbse,2009,74.6,cbse,1875,2,B.Tech/B.E.,cse,79.21,1875,0,Uttar Pradesh,2014,430,445,495,0.3565364877,385,0,346,0,0,0,0,-3.1752,-4.2831,-2.2954,-1.1218,-6.6092,2014,10,32,Developer
3647,350000.0,front end developer,gurgaon,f,92.0,cbse,2011,85.6,cbse,115,2,B.Tech/B.E.,cse,91.0,115,0,Punjab,2015,535,480,605,-1.0,0,0,0,0,0,0,0,-1.1644,0.7119,-0.6048,-0.3612,0.6721,2015,2,30,Developer
3648,200000.0,lecturer,vellore,f,93.2,cbse,2006,79.75,cbse,1176,2,B.Tech/B.E.,ece,79.0,1176,0,Tamil Nadu,2010,325,425,565,-1.0,295,0,0,0,0,0,0,-1.977,-3.3994,-0.3149,0.9553,-1.5513,2011,6,34,Other
3649,280000.0,php developer,jaipur,m,54.5,state borad,2006,72.4,state board,7821,2,B.Tech/B.E.,cse,69.85,7821,0,Uttar Pradesh,2012,345,265,220,0.008537252548,155,0,0,0,0,0,0,-0.4173,-2.6583,-1.6865,-0.2902,-2.3412,2013,3,34,Developer
3650,420000.0,engineer,pune,m,88.0,cbse,2008,78.0,cbse,272,2,B.Tech/B.E.,ece,87.9,272,0,Punjab,2013,545,605,575,0.8246664007,535,400,0,0,0,0,0,-3.0315,-2.1186,-1.0659,0.3995,-1.6273,2014,3,32,Hardware Engineer
3651,100000.0,software developer,bhubaneswar,m,56.0,state borad,2007,62.0,state board,3054,2,B.Tech/B.E.,cse,62.0,3054,0,Orissa,2012,365,355,305,0.3423148999,365,300,0,0,0,0,0,0.3836,-0.9884,-0.2516,0.4041,-0.8045,2012,9,35,Developer
3652,820000.0,software test engineer,bangalore,f,85.0,state borad,2008,93.4,state board,9164,2,B.Tech/B.E.,cse,76.16,9164,1,Telangana,2012,525,605,595,0.6707431514,455,0,0,0,0,0,0,-0.4173,1.0858,-0.2714,-0.40777,0.0284,2012,5,33,Software Engineer
3653,200000.0,software engineer,mohali,m,79.8,cbse,2009,66.8,cbse,14363,2,B.Tech/B.E.,cse,73.12,14363,0,Punjab,2014,580,510,340,0.9538997751,375,0,530,0,0,0,0,-0.5899,0.0459,1.2396,0.2727,-0.4776,2013,12,32,Software Engineer
3654,180000.0,java software engineer,pune,f,79.0,state borad,2009,75.69,state board,2177,1,B.Tech/B.E.,it,67.6,2177,0,Rajasthan,2013,510,545,570,0.4867470084,555,0,376,0,0,0,0,0.4155,1.2114,0.3174,0.0192,1.6302,2014,4,32,Software Engineer
3655,445000.0,application developer,delhi,m,70.0,icse,2003,83.3,icse,44,2,MCA,cse,68.5,44,0,Uttar Pradesh,2011,385,545,605,0.8646854134,525,0,0,0,0,0,0,0.0464,0.6568,0.3817,-0.7603,-0.7615,2012,3,39,Developer
3656,300000.0,software engineer,chennai,m,89.0,state borad,2011,95.7,state board,12941,2,B.Tech/B.E.,cse,72.0,12941,0,Andhra Pradesh,2015,545,530,495,0.744758354,425,0,438,0,0,0,0,-0.3027,0.7119,0.4711,0.3995,-0.6692,2015,5,30,Software Engineer
3657,185000.0,operations assistant,bangalore,m,67.0,state borad,2008,60.44,state board,14708,2,B.Tech/B.E.,cse,72.0,14708,0,Orissa,2014,455,455,380,0.2378028398,455,0,315,0,0,0,0,1.5644,1.5444,0.7785,0.1459,0.8637,2015,1,32,Other
3658,445000.0,software engineer,noida,m,74.0,state borad,2006,72.0,state board,2093,2,M.Tech./M.E.,it,72.7,2093,0,Uttar Pradesh,2013,415,485,545,0.5632678237,425,0,0,0,0,0,0,-0.4173,0.5008,1.1074,-0.0552,-0.4455,2013,12,35,Software Engineer
3659,650000.0,technology analyst,jaipur,m,83.46,state borad,2006,74.0,state board,13372,2,M.Tech./M.E.,cse,83.2,13372,0,Rajasthan,2013,545,555,554,0.994050872,675,0,0,0,0,0,0,-2.7357,1.2808,1.1074,-1.8179,-0.9194,2013,6,35,Analyst
3660,400000.0,system engineer,hyderabad,m,81.5,state borad,2012,89.0,state board,3026,2,B.Tech/B.E.,ece,69.2,3026,1,Telangana,2013,395,500,530,0.960603252,335,466,0,0,0,0,0,1.4208,0.3789,0.9322,1.4136,0.2889,2014,2,32,System Engineer
3661,405000.0,java developer,bangalore,f,93.0,cbse,2008,85.0,cbse,167,2,B.Tech/B.E.,cse,75.0,167,0,Haryana,2012,625,685,635,0.9522455729,585,0,0,0,0,0,0,-0.3014,0.5008,0.8171,0.0035,-0.1295,2013,3,32,Developer
3662,200000.0,it technician,-1,f,79.0,cbse,2010,91.2,state board,1032,2,B.Tech/B.E.,ece,78.0,1032,1,Telangana,2014,675,640,560,0.4935963873,355,324,0,0,0,0,0,-0.159,0.3789,-1.6807,0.9066,-0.6692,2014,5,30,Other
